,name,temp,wind_speed,date
10,Stratton,30.071250000000006,3.5474999999999994,2022-02-22 00:00:00
11,Sugarbush,34.19375,3.1908333333333334,2022-02-22 00:00:00
12,Okemo,33.086666666666666,1.1758333333333333,2022-02-22 00:00:00
0,Hunter,51.50541666666667,8.684583333333334,2022-02-23 00:00:00
1,Jack Frost,54.036666666666655,13.240416666666667,2022-02-23 00:00:00
2,Big Boulder,51.8825,7.059166666666667,2022-02-23 00:00:00
3,Windham,50.594583333333325,4.6000000000000005,2022-02-23 00:00:00
4,Mountain Creek,57.55374999999999,5.516249999999999,2022-02-23 00:00:00
5,Roundtop,58.71875000000001,11.441666666666665,2022-02-23 00:00:00
6,Mt Snow,44.23708333333334,16.797083333333333,2022-02-23 00:00:00
7,Mohawk,52.25041666666666,5.1899999999999995,2022-02-23 00:00:00
8,Killington,47.706250000000004,9.086249999999998,2022-02-23 00:00:00
9,Stowe,42.25749999999999,8.098333333333333,2022-02-23 00:00:00
10,Stratton,44.23708333333334,16.797083333333333,2022-02-23 00:00:00
11,Sugarbush,44.322916666666664,9.589583333333335,2022-02-23 00:00:00
12,Okemo,48.11249999999999,8.25875,2022-02-23 00:00:00
0,Hunter,24.660416666666666,6.744999999999998,2022-02-24 00:00:00
1,Jack Frost,27.281249999999996,8.85125,2022-02-24 00:00:00
2,Big Boulder,25.41291666666666,2.7066666666666657,2022-02-24 00:00:00
3,Windham,23.82041666666667,3.8237500000000004,2022-02-24 00:00:00
